herdId;nSheep;farmSize;import
7844;4;small;no_import
7845;18;small;no_import
7846;15;small;no_import
7847;4;small;no_import
7848;64;large;import
7849;4;small;no_import
7850;13;small;no_import
7851;135;large;no_import
7852;81;large;no_import
7853;9;small;no_import
7854;1;small;no_import
7855;13;small;no_import
7856;5;small;no_import
7857;11;small;no_import
7858;6;small;no_import
7859;5;small;no_import
7860;3;small;no_import
7861;2;small;no_import
7862;81;large;no_import
7863;11;small;no_import
7864;24;small;no_import
7865;11;small;no_import
7866;17;small;no_import
7867;19;small;no_import
7868;2;small;no_import
7869;19;small;no_import
7870;28;small;no_import
7871;6;small;no_import
7872;13;small;no_import
7873;13;small;import
7874;2;small;no_import
7875;45;large;import
7876;11;small;no_import
7877;13;small;no_import
7878;3;small;no_import
7879;18;small;no_import
7880;13;small;import
7881;47;large;no_import
7882;18;small;import
7883;12;small;no_import
7884;18;small;import
7885;13;small;no_import
7886;6;small;no_import
7887;7;small;no_import
7888;5;small;no_import
7889;106;large;no_import
7890;7;small;no_import
7891;6;small;no_import
7892;11;small;no_import
7893;13;small;no_import
7894;27;small;no_import
7895;1;small;no_import
7896;6;small;no_import
7897;5;small;no_import
7898;2;small;no_import
7899;9;small;no_import
7900;13;small;no_import
7901;76;large;no_import
7902;31;large;import
7903;3;small;no_import
7904;7;small;no_import
7905;6;small;no_import
7906;4;small;no_import
7907;3;small;no_import
7908;73;large;import
7909;7;small;no_import
7910;3;small;no_import
7911;1;small;no_import
7912;10;small;no_import
7913;21;small;no_import
7914;8;small;import
7915;57;large;no_import
7916;31;large;no_import
7917;4;small;import
7918;9;small;no_import
7919;25;small;no_import
7920;2;small;no_import
7921;63;large;no_import
7922;18;small;import
7923;10;small;no_import
7924;6;small;no_import
7925;25;small;no_import
7926;17;small;no_import
7927;11;small;no_import
7928;21;small;import
7929;2;small;no_import
7930;3;small;no_import
7931;60;large;no_import
7932;16;small;no_import
7933;4;small;no_import
7934;88;large;no_import
7935;2;small;no_import
7936;12;small;no_import
7937;4;small;no_import
7938;5;small;no_import
7939;28;small;no_import
7940;39;large;no_import
7941;8;small;no_import
7942;1;small;no_import
7943;1;small;no_import
7944;18;small;no_import
7945;1;small;no_import
7946;11;small;no_import
7947;5;small;no_import
7948;7;small;no_import
7949;6;small;no_import
7950;9;small;no_import
7951;9;small;no_import
7952;34;large;no_import
7953;21;small;no_import
7954;13;small;no_import
7955;1;small;no_import
7956;19;small;no_import
7957;7;small;no_import
7958;45;large;no_import
7959;8;small;no_import
7960;12;small;no_import
7961;21;small;no_import
7962;1;small;no_import
7963;8;small;import
7964;10;small;no_import
7965;24;small;import
7966;11;small;no_import
7967;7;small;no_import
7968;37;large;no_import
7969;1;small;no_import
7970;17;small;no_import
7971;17;small;import
7972;46;large;no_import
7973;2;small;no_import
7974;8;small;no_import
7975;13;small;no_import
7976;2;small;no_import
7977;6;small;no_import
7978;1;small;no_import
7979;6;small;no_import
7980;17;small;no_import
7981;4;small;import
7982;28;small;no_import
7983;1;small;no_import
7984;59;large;no_import
7985;3;small;no_import
7986;2;small;import
7987;14;small;no_import
7988;3;small;no_import
7989;5;small;no_import
7990;4;small;no_import
7991;11;small;no_import
7992;3;small;no_import
7993;7;small;no_import
7994;3;small;no_import
7995;12;small;no_import
7996;9;small;import
7997;22;small;no_import
7998;2;small;no_import
7999;7;small;import
8000;26;small;no_import
8001;7;small;no_import
8002;10;small;no_import
8003;3;small;no_import
8004;17;small;no_import
8005;11;small;no_import
8006;43;large;no_import
8007;15;small;no_import
8008;15;small;no_import
8009;2;small;no_import
8010;6;small;no_import
8011;31;large;no_import
8012;12;small;no_import
8013;4;small;no_import
8014;3;small;no_import
8015;4;small;import
8016;3;small;no_import
8017;3;small;no_import
8018;17;small;no_import
8019;8;small;import
8020;6;small;no_import
8021;1;small;no_import
8022;2;small;no_import
8023;8;small;no_import
8024;23;small;no_import
8025;9;small;import
8026;4;small;no_import
8027;2;small;no_import
8028;26;small;no_import
8029;4;small;no_import
8030;12;small;no_import
8031;18;small;no_import
8032;18;small;no_import
8033;2;small;no_import
8034;5;small;no_import
8035;5;small;no_import
8036;3;small;no_import
8037;9;small;no_import
8038;21;small;no_import
8039;35;large;no_import
8040;38;large;no_import
8041;21;small;no_import
8042;4;small;no_import
8043;4;small;no_import
8044;167;large;no_import
8045;9;small;no_import
8046;12;small;no_import
8047;10;small;no_import
8048;15;small;no_import
8049;6;small;no_import
8050;5;small;no_import
8051;11;small;import
8052;41;large;import
8053;18;small;no_import
8054;24;small;no_import
8055;2;small;no_import
8056;23;small;no_import
8057;12;small;no_import
8058;3;small;no_import
8059;2;small;no_import
8060;50;large;no_import
8061;2;small;no_import
8062;8;small;no_import
8063;2;small;no_import
8064;7;small;no_import
8065;13;small;import
8066;3;small;no_import
8067;2;small;no_import
8068;35;large;no_import
8069;13;small;no_import
8070;24;small;no_import
8071;29;small;no_import
8072;1;small;no_import
8073;5;small;no_import
8074;1;small;no_import
8075;1;small;no_import
8076;13;small;no_import
8077;15;small;no_import
8078;9;small;no_import
8079;8;small;no_import
8080;13;small;no_import
8081;10;small;no_import
8082;4;small;no_import
8083;1;small;no_import
8084;7;small;no_import
8085;8;small;no_import
8086;48;large;no_import
8087;14;small;no_import
8088;100;large;no_import
8089;2;small;no_import
8090;13;small;no_import
8091;1;small;no_import
8092;38;large;no_import
8093;5;small;no_import
8094;8;small;no_import
8095;1;small;no_import
8096;31;large;no_import
8097;1;small;no_import
8098;101;large;no_import
8099;8;small;no_import
8100;7;small;no_import
8101;7;small;no_import
8102;6;small;no_import
8103;13;small;no_import
8104;2;small;no_import
8105;3;small;no_import
8106;13;small;no_import
8107;7;small;no_import
8108;18;small;no_import
8109;2;small;no_import
8110;13;small;no_import
8111;3;small;import
8112;23;small;no_import
8113;4;small;no_import
8114;6;small;no_import
8115;6;small;no_import
8116;2;small;import
8117;6;small;no_import
8118;21;small;no_import
8119;2;small;no_import
8120;11;small;no_import
8121;3;small;import
8122;30;small;import
8123;12;small;import
8124;29;small;no_import
8125;3;small;no_import
8126;5;small;no_import
8127;41;large;no_import
8128;3;small;no_import
8129;3;small;no_import
8130;48;large;import
8131;23;small;no_import
8132;27;small;no_import
8133;18;small;no_import
8134;2;small;no_import
8135;4;small;no_import
8136;9;small;no_import
8137;3;small;no_import
8138;1;small;no_import
8139;5;small;no_import
8140;2;small;no_import
8141;7;small;no_import
8142;16;small;no_import
8143;10;small;import
8144;11;small;import
8145;10;small;import
8146;3;small;no_import
8147;6;small;no_import
8148;29;small;no_import
8149;53;large;no_import
8150;3;small;no_import
8151;8;small;no_import
8152;4;small;no_import
8153;2;small;no_import
8154;13;small;no_import
8155;15;small;no_import
8156;3;small;no_import
8157;17;small;import
8158;1;small;no_import
8159;6;small;no_import
8160;16;small;no_import
8161;8;small;no_import
8162;32;large;no_import
8163;14;small;import
8164;9;small;no_import
8165;2;small;no_import
8166;57;large;no_import
8167;38;large;no_import
8168;27;small;no_import
8169;12;small;no_import
8170;16;small;no_import
8171;2;small;import
8172;10;small;no_import
8173;7;small;no_import
8174;6;small;no_import
8175;11;small;no_import
8176;3;small;no_import
8177;1;small;no_import
8178;1;small;import
8179;126;large;import
8180;7;small;import
8181;13;small;no_import
8182;23;small;no_import
8183;9;small;no_import
8184;42;large;no_import
8185;6;small;no_import
8186;58;large;no_import
8187;2;small;no_import
8188;6;small;no_import
8189;11;small;no_import
8190;21;small;import
8191;2;small;no_import
8192;1;small;no_import
8193;2;small;no_import
8194;3;small;no_import
8195;14;small;no_import
8196;3;small;no_import
8197;4;small;no_import
8198;12;small;no_import
8199;2;small;no_import
8200;14;small;no_import
8201;5;small;no_import
8202;12;small;no_import
8203;16;small;no_import
8204;12;small;no_import
8205;5;small;no_import
8206;3;small;no_import
8207;11;small;no_import
8208;17;small;no_import
8209;12;small;no_import
8210;25;small;no_import
8211;3;small;no_import
8212;21;small;no_import
8213;3;small;no_import
8214;200;large;no_import
8215;4;small;no_import
8216;5;small;no_import
8217;20;small;no_import
8218;19;small;no_import
8219;2;small;no_import
8220;5;small;no_import
8221;9;small;no_import
8222;6;small;no_import
8223;15;small;no_import
8224;11;small;no_import
8225;13;small;no_import
8226;14;small;no_import
8227;14;small;no_import
8228;2;small;import
8229;8;small;no_import
8230;12;small;no_import
8231;7;small;no_import
8232;7;small;no_import
8233;5;small;no_import
8234;16;small;no_import
8235;16;small;no_import
8236;14;small;no_import
8237;24;small;no_import
8238;4;small;import
8239;9;small;no_import
8240;5;small;no_import
8241;16;small;no_import
8242;4;small;no_import
8243;16;small;no_import
8244;60;large;no_import
8245;2;small;no_import
8246;4;small;no_import
8247;2;small;no_import
8248;6;small;no_import
8249;14;small;no_import
8250;4;small;no_import
8251;5;small;no_import
8252;13;small;no_import
8253;3;small;no_import
8254;2;small;no_import
8255;5;small;no_import
8256;13;small;no_import
8257;30;small;no_import
8258;13;small;no_import
8259;2;small;no_import
8260;6;small;no_import
8261;3;small;import
8262;13;small;no_import
8263;23;small;no_import
8264;5;small;no_import
8265;5;small;import
8266;222;large;no_import
8267;4;small;no_import
8268;4;small;no_import
8269;11;small;no_import
8270;2;small;no_import
8271;6;small;no_import
8272;19;small;no_import
8273;13;small;no_import
8274;9;small;no_import
8275;13;small;no_import
8276;3;small;no_import
8277;2;small;no_import
8278;12;small;import
8279;2;small;no_import
8280;3;small;no_import
8281;7;small;no_import
8282;3;small;no_import
8283;16;small;no_import
8284;6;small;no_import
8285;3;small;no_import
8286;11;small;no_import
8287;7;small;no_import
8288;28;small;no_import
8289;19;small;no_import
8290;6;small;no_import
8291;5;small;no_import
8292;8;small;no_import
8293;21;small;no_import
8294;1;small;no_import
8295;24;small;no_import
8296;8;small;no_import
8297;20;small;no_import
8298;2;small;no_import
8299;59;large;no_import
8300;11;small;no_import
8301;5;small;no_import
8302;15;small;no_import
8303;9;small;no_import
8304;42;large;no_import
8305;4;small;no_import
8306;29;small;no_import
8307;5;small;import
8308;11;small;no_import
8309;4;small;no_import
8310;9;small;no_import
8311;8;small;no_import
8312;5;small;no_import
8313;4;small;no_import
8314;3;small;no_import
8315;3;small;no_import
8316;8;small;no_import
8317;17;small;no_import
8318;3;small;no_import
8319;14;small;no_import
8320;8;small;no_import
8321;3;small;no_import
8322;4;small;no_import
8323;3;small;import
8324;10;small;no_import
8325;4;small;import
8326;6;small;no_import
8327;12;small;no_import
8328;43;large;no_import
8329;1;small;no_import
8330;6;small;no_import
8331;13;small;no_import
8332;7;small;no_import
8333;9;small;no_import
8334;6;small;no_import
8335;1;small;no_import
8336;1;small;no_import
8337;8;small;import
8338;7;small;no_import
8339;3;small;no_import
8340;32;large;no_import
8341;11;small;no_import
8342;5;small;no_import
8343;18;small;import
8344;11;small;no_import
8345;14;small;no_import
8346;12;small;no_import
8347;3;small;no_import
8348;4;small;no_import
8349;8;small;no_import
8350;4;small;no_import
8351;4;small;no_import
8352;25;small;no_import
8353;16;small;no_import
8354;12;small;import
8355;24;small;no_import
8356;14;small;no_import
8357;3;small;no_import
8358;2;small;no_import
8359;5;small;no_import
8360;30;small;no_import
8361;21;small;no_import
8362;1;small;no_import
8363;18;small;no_import
8364;6;small;no_import
8365;4;small;no_import
8366;9;small;no_import
8367;3;small;import
8368;6;small;no_import
8369;15;small;no_import
8370;3;small;no_import
8371;4;small;no_import
8372;6;small;no_import
8373;17;small;no_import
8374;16;small;no_import
8375;2;small;no_import
8376;12;small;no_import
8377;13;small;no_import
8378;4;small;import
8379;10;small;no_import
8380;14;small;no_import
8381;4;small;no_import
8382;9;small;no_import
8383;16;small;no_import
8384;4;small;no_import
8385;132;large;no_import
8386;5;small;no_import
8387;3;small;no_import
8388;23;small;no_import
8389;23;small;no_import
8390;17;small;no_import
8391;7;small;no_import
8392;3;small;no_import
8393;24;small;no_import
8394;8;small;no_import
8395;4;small;no_import
8396;7;small;no_import
8397;6;small;no_import
8398;6;small;no_import
8399;5;small;no_import
8400;3;small;no_import
8401;65;large;no_import
8402;29;small;no_import
8403;60;large;no_import
8404;31;large;no_import
8405;6;small;no_import
8406;29;small;no_import
8407;30;small;no_import
8408;28;small;no_import
8409;11;small;no_import
8410;55;large;no_import
8411;6;small;no_import
8412;5;small;no_import
8413;14;small;no_import
8414;3;small;no_import
8415;17;small;no_import
8416;8;small;no_import
8417;8;small;no_import
8418;3;small;no_import
8419;19;small;no_import
8420;39;large;no_import
8421;1;small;no_import
8422;15;small;no_import
8423;11;small;no_import
8424;25;small;import
8425;3;small;no_import
8426;4;small;no_import
8427;11;small;import
8428;6;small;no_import
8429;39;large;no_import
8430;3;small;no_import
8431;2;small;no_import
8432;3;small;no_import
8433;9;small;no_import
8434;14;small;import
8435;5;small;no_import
8436;7;small;no_import
8437;3;small;no_import
8438;4;small;no_import
8439;6;small;no_import
8440;40;large;import
8441;7;small;import
8442;3;small;no_import
8443;6;small;no_import
8444;19;small;import
8445;32;large;no_import
8446;2;small;no_import
8447;36;large;no_import
8448;7;small;no_import
8449;3;small;no_import
8450;4;small;no_import
8451;1;small;no_import
8452;47;large;no_import
8453;50;large;import
8454;3;small;no_import
8455;1;small;no_import
8456;5;small;no_import
8457;20;small;no_import
8458;3;small;no_import
8459;15;small;no_import
8460;8;small;no_import
8461;2;small;no_import
8462;64;large;no_import
8463;14;small;no_import
8464;12;small;no_import
8465;1;small;no_import
8466;4;small;import
8467;3;small;no_import
8468;17;small;no_import
8469;8;small;no_import
8470;5;small;no_import
8471;14;small;no_import
8472;4;small;no_import
8473;15;small;no_import
8474;17;small;import
8475;8;small;no_import
8476;4;small;no_import
8477;119;large;no_import
8478;4;small;no_import
8479;15;small;no_import
8480;5;small;no_import
8481;5;small;no_import
8482;2;small;no_import
8483;141;large;no_import
8484;26;small;import
8485;3;small;no_import
8486;8;small;import
8487;13;small;no_import
8488;27;small;no_import
8489;10;small;no_import
8490;4;small;no_import
8491;55;large;no_import
8492;11;small;no_import
8493;123;large;no_import
8494;31;large;no_import
8495;38;large;import
8496;10;small;no_import
8497;4;small;no_import
8498;41;large;no_import
8499;9;small;no_import
8500;17;small;import
8501;14;small;no_import
8502;16;small;no_import
8503;3;small;no_import
8504;2;small;no_import
8505;27;small;no_import
8506;13;small;no_import
8507;17;small;no_import
8508;4;small;no_import
8509;8;small;import
8510;1;small;no_import
8511;2;small;no_import
8512;3;small;no_import
8513;12;small;no_import
8514;11;small;import
8515;5;small;no_import
8516;5;small;no_import
8517;45;large;no_import
8518;11;small;no_import
8519;6;small;no_import
8520;20;small;no_import
8521;4;small;no_import
8522;2;small;no_import
8523;4;small;import
8524;6;small;no_import
8525;11;small;no_import
8526;7;small;no_import
8527;1;small;no_import
8528;6;small;no_import
8529;4;small;no_import
8530;34;large;no_import
8531;10;small;no_import
8532;6;small;no_import
8533;10;small;no_import
8534;4;small;no_import
8535;7;small;no_import
8536;37;large;no_import
8537;12;small;no_import
8538;5;small;no_import
8539;29;small;no_import
8540;9;small;no_import
8541;17;small;no_import
8542;1;small;no_import
8543;4;small;no_import
8544;2;small;no_import
8545;19;small;no_import
8546;3;small;no_import
8547;3;small;no_import
8548;4;small;no_import
8549;36;large;no_import
8550;15;small;no_import
8551;13;small;no_import
8552;1;small;no_import
8553;127;large;no_import
8554;5;small;import
8555;50;large;no_import
8556;176;large;no_import
8557;6;small;no_import
8558;3;small;no_import
8559;10;small;no_import
8560;23;small;no_import
8561;14;small;no_import
8562;9;small;no_import
8563;9;small;no_import
8564;12;small;no_import
8565;136;large;no_import
8566;5;small;no_import
8567;5;small;no_import
8568;2;small;no_import
8569;5;small;no_import
8570;11;small;no_import
8571;34;large;no_import
8572;48;large;no_import
8573;3;small;no_import
8574;5;small;no_import
8575;4;small;no_import
8576;30;small;no_import
8577;5;small;no_import
8578;1;small;no_import
8579;22;small;no_import
8580;6;small;no_import
8581;8;small;no_import
8582;42;large;no_import
8583;4;small;no_import
8584;3;small;no_import
8585;11;small;no_import
8586;8;small;no_import
8587;2;small;no_import
8588;5;small;no_import
8589;4;small;no_import
8590;5;small;no_import
8591;19;small;no_import
8592;3;small;no_import
8593;12;small;no_import
8594;23;small;no_import
8595;16;small;no_import
8596;1;small;no_import
8597;5;small;no_import
8598;18;small;no_import
8599;11;small;no_import
8600;9;small;no_import
8601;5;small;no_import
8602;15;small;no_import
8603;3;small;no_import
8604;4;small;no_import
8605;43;large;no_import
8606;4;small;no_import
8607;23;small;no_import
8608;1;small;no_import
8609;4;small;no_import
8610;9;small;no_import
8611;7;small;no_import
8612;5;small;no_import
8613;4;small;no_import
8614;38;large;import
8615;2;small;no_import
8616;24;small;no_import
8617;7;small;no_import
8618;5;small;no_import
8619;3;small;no_import
8620;10;small;no_import
8621;25;small;no_import
8622;22;small;no_import
8623;49;large;no_import
8624;38;large;no_import
8625;7;small;import
8626;9;small;no_import
8627;10;small;no_import
8628;5;small;no_import
8629;6;small;no_import
8630;2;small;no_import
8631;18;small;no_import
8632;3;small;no_import
8633;5;small;no_import
8634;9;small;no_import
8635;10;small;no_import
8636;11;small;no_import
8637;2;small;no_import
8638;17;small;no_import
8639;36;large;no_import
8640;2;small;no_import
8641;21;small;no_import
8642;4;small;no_import
8643;16;small;no_import
8644;11;small;import
8645;35;large;import
8646;3;small;no_import
8647;11;small;no_import
8648;5;small;no_import
8649;15;small;import
8650;7;small;no_import
8651;2;small;no_import
8652;5;small;no_import
8653;2;small;no_import
8654;3;small;import
8655;12;small;no_import
8656;11;small;no_import
8657;15;small;no_import
8658;22;small;no_import
8659;10;small;no_import
8660;14;small;no_import
8661;3;small;import
8662;6;small;no_import
8663;1;small;no_import
8664;40;large;no_import
8665;51;large;no_import
8666;3;small;no_import
8667;9;small;no_import
8668;4;small;no_import
8669;50;large;import
8670;7;small;no_import
8671;1;small;no_import
8672;12;small;import
8673;7;small;no_import
8674;15;small;no_import
8675;13;small;no_import
8676;65;large;no_import
8677;10;small;no_import
8678;17;small;no_import
8679;12;small;no_import
8680;4;small;no_import
8681;2;small;no_import
8682;11;small;no_import
8683;5;small;no_import
8684;11;small;no_import
8685;2;small;no_import
8686;7;small;no_import
8687;5;small;import
8688;1;small;no_import
8689;4;small;no_import
8690;112;large;no_import
8691;6;small;no_import
8692;43;large;no_import
8693;3;small;no_import
8694;12;small;no_import
8695;28;small;no_import
8696;11;small;no_import
8697;12;small;no_import
8698;2;small;no_import
8699;6;small;no_import
8700;38;large;no_import
8701;3;small;no_import
8702;47;large;no_import
8703;10;small;no_import
8704;85;large;no_import
8705;41;large;no_import
8706;7;small;no_import
8707;3;small;no_import
8708;3;small;no_import
8709;7;small;no_import
8710;1;small;no_import
8711;6;small;no_import
8712;14;small;no_import
8713;11;small;no_import
8714;2;small;no_import
8715;9;small;no_import
8716;6;small;no_import
8717;3;small;import
8718;1;small;import
8719;9;small;no_import
8720;4;small;import
8721;12;small;no_import
8722;12;small;no_import
8723;14;small;no_import
8724;10;small;no_import
8725;6;small;no_import
8726;1;small;no_import
8727;3;small;no_import
8728;3;small;no_import
8729;7;small;no_import
8730;3;small;no_import
8731;11;small;no_import
8732;25;small;no_import
8733;21;small;no_import
8734;13;small;no_import
8735;3;small;import
8736;11;small;import
8737;19;small;no_import
8738;11;small;no_import
8739;8;small;no_import
8740;9;small;no_import
8741;2;small;no_import
8742;19;small;no_import
8743;22;small;no_import
8744;12;small;no_import
8745;3;small;no_import
8746;11;small;no_import
8747;12;small;no_import
8748;11;small;no_import
8749;2;small;no_import
8750;51;large;no_import
8751;39;large;no_import
8752;47;large;no_import
8753;6;small;no_import
8754;18;small;no_import
8755;17;small;no_import
8756;18;small;no_import
8757;36;large;no_import
8758;4;small;no_import
8759;17;small;no_import
8760;47;large;no_import
8761;3;small;no_import
8762;6;small;import
8763;3;small;no_import
8764;3;small;no_import
8765;7;small;no_import
8766;26;small;no_import
8767;13;small;no_import
8768;9;small;no_import
8769;13;small;no_import
8770;3;small;no_import
8771;3;small;no_import
8772;5;small;no_import
8773;4;small;no_import
8774;5;small;no_import
8775;26;small;no_import
8776;15;small;import
8777;4;small;no_import
8778;4;small;import
8779;4;small;no_import
8780;6;small;no_import
8781;101;large;no_import
8782;3;small;no_import
8783;15;small;no_import
8784;5;small;no_import
8785;2;small;no_import
8786;10;small;no_import
8787;21;small;no_import
8788;13;small;no_import
8789;65;large;no_import
8790;8;small;no_import
8791;21;small;no_import
8792;5;small;no_import
8793;139;large;no_import
8794;9;small;no_import
8795;2;small;import
8796;15;small;no_import
8797;21;small;no_import
8798;13;small;no_import
8799;20;small;no_import
8800;6;small;import
8801;27;small;no_import
8802;2;small;no_import
8803;98;large;no_import
8804;2;small;no_import
8805;11;small;no_import
8806;16;small;no_import
8807;33;large;no_import
8808;22;small;no_import
8809;18;small;no_import
8810;3;small;no_import
8811;6;small;no_import
8812;25;small;no_import
8813;2;small;no_import
8814;15;small;no_import
8815;9;small;no_import
8816;11;small;no_import
8817;15;small;no_import
8818;2;small;no_import
8819;55;large;no_import
8820;12;small;no_import
8821;2;small;no_import
8822;14;small;no_import
8823;2;small;no_import
8824;3;small;no_import
8825;13;small;import
8826;5;small;no_import
8827;5;small;import
8828;2;small;import
8829;4;small;import
8830;35;large;no_import
8831;8;small;no_import
8832;18;small;no_import
8833;3;small;no_import
8834;10;small;no_import
8835;3;small;no_import
8836;1;small;no_import
8837;3;small;no_import
8838;8;small;no_import
8839;8;small;no_import
8840;2;small;no_import
8841;28;small;no_import
8842;15;small;no_import
8843;32;large;import
8844;7;small;no_import
8845;11;small;no_import
8846;2;small;no_import
8847;17;small;no_import
8848;26;small;no_import
8849;2;small;no_import
8850;10;small;no_import
8851;1;small;no_import
8852;11;small;no_import
8853;6;small;no_import
8854;2;small;no_import
8855;2;small;no_import
8856;48;large;no_import
8857;17;small;no_import
8858;52;large;no_import
8859;15;small;import
8860;1;small;no_import
8861;2;small;no_import
8862;30;small;no_import
8863;3;small;no_import
8864;8;small;no_import
8865;9;small;no_import
8866;2;small;no_import
8867;22;small;import
8868;5;small;no_import
8869;34;large;no_import
8870;7;small;no_import
8871;26;small;no_import
8872;31;large;no_import
8873;2;small;no_import
8874;3;small;no_import
8875;3;small;no_import
8876;5;small;no_import
8877;14;small;no_import
8878;10;small;no_import
8879;23;small;no_import
8880;31;large;no_import
8881;3;small;no_import
8882;6;small;no_import
8883;1;small;no_import
8884;5;small;no_import
8885;21;small;no_import
8886;2;small;no_import
8887;18;small;import
8888;11;small;no_import
8889;5;small;no_import
8890;42;large;import
8891;16;small;no_import
8892;11;small;no_import
8893;2;small;no_import
8894;17;small;no_import
8895;9;small;no_import
8896;7;small;no_import
8897;14;small;no_import
8898;18;small;no_import
8899;4;small;no_import
8900;4;small;no_import
8901;12;small;no_import
8902;20;small;no_import
8903;14;small;import
8904;3;small;no_import
8905;30;small;no_import
8906;27;small;no_import
8907;5;small;no_import
8908;8;small;import
8909;16;small;no_import
8910;5;small;no_import
8911;20;small;no_import
8912;4;small;import
8913;18;small;no_import
8914;121;large;no_import
8915;20;small;no_import
8916;3;small;import
8917;2;small;no_import
8918;20;small;no_import
8919;9;small;no_import
8920;5;small;import
8921;11;small;no_import
8922;20;small;no_import
8923;5;small;no_import
8924;14;small;no_import
8925;13;small;import
8926;27;small;no_import
8927;20;small;import
8928;5;small;no_import
8929;9;small;no_import
8930;7;small;no_import
8931;2;small;no_import
8932;4;small;no_import
8933;17;small;no_import
8934;4;small;no_import
8935;1;small;no_import
8936;10;small;no_import
8937;6;small;no_import
8938;13;small;no_import
8939;4;small;no_import
8940;2;small;no_import
8941;2;small;no_import
8942;10;small;no_import
8943;31;large;no_import
8944;140;large;no_import
8945;2;small;no_import
8946;5;small;no_import
8947;2;small;no_import
8948;5;small;no_import
8949;3;small;no_import
8950;9;small;no_import
8951;2;small;no_import
8952;45;large;no_import
8953;3;small;no_import
8954;2;small;no_import
8955;15;small;no_import
8956;6;small;no_import
8957;7;small;no_import
8958;6;small;no_import
8959;25;small;no_import
8960;5;small;no_import
8961;41;large;no_import
8962;7;small;no_import
8963;8;small;no_import
8964;8;small;no_import
8965;8;small;no_import
8966;26;small;no_import
8967;10;small;import
8968;13;small;no_import
8969;1;small;no_import
8970;6;small;no_import
8971;15;small;no_import
8972;36;large;no_import
8973;21;small;no_import
8974;2;small;no_import
8975;16;small;no_import
8976;16;small;no_import
8977;5;small;no_import
8978;18;small;no_import
8979;10;small;no_import
8980;13;small;no_import
8981;4;small;no_import
8982;3;small;no_import
8983;8;small;no_import
8984;4;small;import
8985;3;small;no_import
8986;4;small;no_import
8987;8;small;no_import
8988;2;small;no_import
8989;7;small;no_import
8990;8;small;no_import
8991;14;small;no_import
8992;47;large;no_import
8993;29;small;no_import
8994;17;small;no_import
8995;6;small;no_import
8996;2;small;no_import
8997;20;small;import
8998;24;small;no_import
8999;13;small;no_import
9000;4;small;import
9001;5;small;no_import
9002;13;small;no_import
9003;3;small;no_import
9004;10;small;no_import
9005;1;small;no_import
9006;5;small;no_import
9007;10;small;no_import
9008;11;small;no_import
9009;3;small;no_import
9010;86;large;no_import
9011;4;small;no_import
9012;3;small;import
9013;1;small;no_import
9014;4;small;no_import
9015;11;small;no_import
9016;25;small;import
9017;4;small;no_import
9018;2;small;no_import
9019;6;small;no_import
9020;4;small;import
9021;41;large;no_import
9022;2;small;no_import
9023;26;small;no_import
9024;11;small;no_import
9025;5;small;no_import
9026;10;small;no_import
9027;12;small;no_import
9028;1;small;no_import
9029;3;small;no_import
9030;22;small;no_import
9031;7;small;no_import
9032;3;small;no_import
9033;10;small;import
9034;2;small;no_import
9035;75;large;import
9036;4;small;no_import
9037;7;small;no_import
9038;69;large;no_import
9039;6;small;no_import
9040;16;small;no_import
9041;21;small;no_import
9042;26;small;import
9043;7;small;no_import
9044;13;small;no_import
9045;3;small;no_import
9046;4;small;no_import
9047;11;small;import
9048;12;small;no_import
9049;4;small;no_import
9050;5;small;import
9051;31;large;no_import
9052;3;small;no_import
9053;5;small;no_import
9054;14;small;no_import
9055;2;small;no_import
9056;16;small;no_import
9057;2;small;no_import
9058;10;small;import
9059;3;small;import
9060;1;small;no_import
9061;30;small;no_import
9062;22;small;no_import
9063;22;small;import
9064;4;small;no_import
9065;1;small;no_import
9066;3;small;no_import
9067;5;small;no_import
9068;33;large;no_import
9069;8;small;no_import
9070;1;small;no_import
9071;20;small;no_import
9072;6;small;no_import
9073;57;large;no_import
9074;24;small;no_import
9075;27;small;no_import
9076;21;small;no_import
9077;17;small;import
9078;6;small;no_import
9079;4;small;no_import
9080;2;small;no_import
9081;4;small;no_import
9082;17;small;import
9083;8;small;no_import
9084;2;small;no_import
9085;14;small;no_import
9086;23;small;no_import
9087;34;large;no_import
9088;4;small;no_import
9089;4;small;no_import
9090;2;small;no_import
9091;7;small;no_import
9092;7;small;no_import
9093;9;small;no_import
9094;3;small;no_import
9095;8;small;no_import
9096;4;small;no_import
9097;14;small;no_import
9098;7;small;no_import
9099;6;small;no_import
9100;2;small;no_import
9101;2;small;no_import
9102;11;small;no_import
9103;63;large;no_import
9104;3;small;no_import
9105;2;small;no_import
9106;22;small;no_import
9107;7;small;no_import
9108;16;small;no_import
9109;5;small;import
9110;15;small;no_import
9111;22;small;no_import
9112;4;small;import
9113;48;large;no_import
9114;14;small;no_import
9115;3;small;no_import
9116;18;small;no_import
9117;5;small;no_import
9118;8;small;no_import
9119;2;small;no_import
9120;3;small;no_import
9121;5;small;no_import
9122;4;small;no_import
9123;5;small;no_import
9124;54;large;no_import
9125;6;small;no_import
9126;8;small;no_import
9127;71;large;no_import
9128;14;small;no_import
9129;2;small;no_import
9130;13;small;import
9131;34;large;no_import
9132;3;small;no_import
9133;23;small;no_import
9134;7;small;no_import
9135;3;small;no_import
9136;10;small;no_import
9137;3;small;no_import
